Kraj,Country_Code,Year,Competition Policy,Governance and enterprise restructuring,Large scale privatisation,Price liberalisation,Small scale privatisation,Trade & Forex system,SDR_Malignant_Neoplasms,SDR_Malignant_Neoplasms_Male,SDR_Malignant_Neoplasms_Female,SDR_External_Causes,SDR_External_Causes_Male,SDR_External_Causes_Female,SDR_Alcohol_Related,SDR_Alcohol_Related_Male,SDR_Alcohol_Related_Female,SDR_Suicide,SDR_Suicide_Male,SDR_Suicide_Female,SDR_Ischaemic_Heart,SDR_Ischaemic_Heart_Male,SDR_Ischaemic_Heart_Female,SDR_Circulatory_System,SDR_Circulatory_System_Male,SDR_Circulatory_System_Female,Life_Expectancy,Life_Expectancy_Male,Life_Expectancy_Female,Civil_Society_Participation,Health_Equality,GDP_Per_Capita,Alcohol_Consumption,War,Gov_Expenditure,Employment_Rate,Public_Health_Expenditure,Private_Sector_Share_GDP,Inflation,Unemployment_Rate
Białoruś,BLR,1989,1.0,1.0,1.0,1.0,1.0,1.0,173.91,266.75,119.38,99.88,170.28,38.66,,,,22.57,40.12,7.91,363.44,488.14,290.49,567.98,720.58,475.33,71.83,66.79,76.4,,,11893,,0,,84.2,,,,
Białoruś,BLR,1990,1.0,1.0,1.0,1.0,1.0,1.0,176.56,267.89,122.31,103.4,175.8,40.61,,,,21.25,37.16,7.75,335.99,459.49,262.19,544.7,703.68,447.39,71.24,66.26,75.83,0.493,1.616,11467,,0,23.7875288683603,83.7,2.5,5.0,,
Białoruś,BLR,1991,1.0,1.0,1.0,1.0,1.0,1.0,178.39,273.34,121.68,111.8,188.12,45.22,124.21,208.85,52.06,21.98,38.9,7.74,325.59,456.41,246.5,541.2,715.51,433.32,70.68,65.57,75.5,0.51,1.616,11171,,0,22.2222222222222,81.9,,5.0,84.0,0.1
Białoruś,BLR,1992,1.0,1.0,1.0,2.3,1.0,1.0,184.46,282.36,125.92,123.78,210.97,46.91,135.54,231.82,52.59,24.5,43.13,8.44,325.33,456.27,245.29,535.24,704.57,428.16,70.36,65.07,75.45,0.626,1.616,9961,,0,15.2173913043478,79.8,,10.0,971.0,0.5
Białoruś,BLR,1993,2.0,1.0,1.7,2.3,2.0,1.0,182.77,284.29,120.3,135.75,232.06,52.01,148.63,254.37,58.3,29.0,52.21,9.2,378.14,533.77,282.34,607.85,810.83,480.04,69.21,63.82,74.6,0.626,1.616,9077,,0,18.4771573604061,78.6,,10.0,1190.0,1.4
Białoruś,BLR,1994,2.0,1.0,1.7,2.7,2.0,1.0,182.14,282.88,120.39,143.4,246.87,53.67,156.34,269.6,59.7,31.66,57.3,9.98,387.61,549.0,288.81,610.24,818.14,479.43,68.99,63.48,74.51,0.626,1.616,7932,,0,20.5136851570842,76.3,5.4,15.0,2221.0,2.1
Białoruś,BLR,1995,2.0,1.7,1.7,3.7,2.0,2.0,187.3,292.27,123.4,150.64,257.95,58.77,165.54,283.6,66.14,32.25,59.88,9.16,395.39,577.1,286.48,620.36,855.49,476.3,68.58,62.85,74.38,0.609,1.616,6994,,0,20.5497392980404,71.5,4.9,15.0,709.0,2.7
Białoruś,BLR,1996,2.0,1.7,1.0,3.7,2.0,2.0,180.34,283.48,117.77,155.7,269.96,58.97,170.6,295.86,65.94,36.44,68.98,9.43,487.52,551.68,420.28,710.27,826.57,608.06,68.61,63.35,73.9,0.448,1.616,7128,,0,20.5516083799436,70.8,5.0,15.0,53.0,3.9
Białoruś,BLR,1997,2.0,1.0,1.0,4.0,2.0,1.0,183.18,290.36,118.76,156.38,266.84,62.36,173.78,297.97,71.17,35.02,65.07,9.96,404.1,590.26,294.07,636.49,882.25,487.44,68.57,62.87,74.39,0.484,1.616,7885,,0,20.3219474961154,70.9,5.1,20.0,64.0,2.8
Białoruś,BLR,1998,2.0,1.0,1.0,2.7,2.0,1.0,182.44,287.83,119.58,167.0,286.96,64.74,185.98,321.11,74.46,35.11,65.99,9.36,416.43,608.02,302.8,652.92,905.01,499.93,68.55,62.71,74.56,0.485,1.616,8482,,0,19.8646749107398,71.5,4.9,20.0,73.0,2.3
Białoruś,BLR,1999,2.0,1.0,1.0,2.3,2.0,1.0,185.51,289.85,122.92,169.06,289.09,64.82,190.79,328.19,75.89,33.67,62.54,9.44,454.54,647.66,338.94,693.27,944.64,538.29,67.99,62.26,73.99,0.325,1.616,8690,,0,19.5036522690862,71.7,5.0,20.0,293.7,2.1
Białoruś,BLR,2000,2.0,1.0,1.0,2.3,2.0,1.7,180.27,282.76,118.34,156.29,267.09,60.81,177.15,304.41,71.77,34.14,64.39,8.58,430.92,615.14,320.37,658.07,897.73,509.59,68.99,63.39,74.76,0.288,1.616,9111,,0,19.4785302940726,71.5,5.0,20.0,168.6,2.1
Białoruś,BLR,2001,2.0,1.0,1.0,2.7,2.0,2.0,178.98,279.42,118.24,163.8,282.98,61.25,187.85,325.01,74.21,32.28,60.51,8.35,456.41,650.98,338.41,693.76,950.35,532.47,68.53,62.8,74.54,0.281,1.616,9462,,0,21.5527682668344,70.9,,20.0,61.4,2.3
Białoruś,BLR,2002,2.0,1.0,1.0,2.7,2.0,2.3,176.18,277.95,115.11,167.92,289.08,64.99,,,,32.09,59.43,8.91,461.76,676.89,333.26,706.89,990.67,531.54,68.01,62.27,74.13,0.281,1.616,9870,,0,21.0292941775096,70.0,,25.0,42.6,3.0
Białoruś,BLR,2003,2.0,1.0,1.0,2.7,2.3,2.3,169.47,269.48,110.14,161.6,279.76,61.83,,,,33.34,62.19,9.07,456.26,678.4,324.78,693.48,987.94,514.34,68.53,62.7,74.69,0.281,1.616,10493,,0,21.3793046864744,68.9,,25.0,28.5,3.1
Białoruś,BLR,2004,2.0,1.0,1.0,2.7,2.3,2.3,170.51,269.42,112.31,162.18,279.97,64.35,,,,31.56,59.44,8.1,424.72,631.4,307.42,671.67,966.86,494.99,68.97,63.2,75.01,0.281,1.616,11616,,0,20.6031789213431,68.1,,25.0,19.3,
Białoruś,BLR,2005,2.0,1.0,1.0,2.7,2.3,2.3,147.95,210.67,111.52,165.62,288.45,63.26,,,,28.95,53.95,7.82,,693.58,,691.15,995.65,508.46,68.84,62.92,75.11,0.281,1.616,12630,,0,20.785312392899,69.2,,,,
Białoruś,BLR,2006,2.0,1.0,1.0,2.7,2.3,2.3,,,,,,,,,,,,,,,,,,,,,,0.281,1.616,13793,,0,19.2073624585262,70.0,,,,
Białoruś,BLR,2007,2.0,1.0,1.0,2.7,2.3,2.3,161.99,254.28,107.99,138.72,240.01,53.52,,,,25.26,46.56,7.61,396.49,604.91,276.16,590.18,864.0,427.37,70.38,64.62,76.25,0.281,1.616,14857,,0,18.5231764837859,70.8,,,,
Białoruś,BLR,2008,2.0,1.7,1.7,2.7,2.3,2.3,163.29,256.12,108.56,138.38,242.09,51.57,,,,25.14,45.96,8.04,400.8,617.23,275.17,586.92,873.06,417.02,70.58,64.7,76.6,0.281,1.616,16224,,0,16.5249771170222,72.6,,,,
Białoruś,BLR,2009,2.0,1.7,1.7,3.0,2.3,2.3,160.63,254.43,104.25,133.33,232.8,50.77,,,,25.83,46.85,8.45,414.81,642.21,283.65,600.83,892.73,427.56,70.62,64.81,76.57,0.281,1.616,16089,,0,16.1000708699266,73.5,,,,
Białoruś,BLR,2010,2.0,1.7,1.7,3.3,2.3,2.3,161.48,252.62,107.75,138.32,242.14,51.74,,,,23.59,43.83,6.7,422.24,651.69,287.06,604.48,900.9,425.86,70.52,64.63,76.6,0.267,2.087,17172,,0,16.0213954939935,74.9,,,,
Białoruś,BLR,2011,2.0,1.7,1.7,3.0,2.3,2.0,158.45,248.01,105.06,130.38,228.78,48.29,,,,20.89,38.4,6.44,396.77,625.37,263.58,571.15,867.95,394.03,70.77,64.76,76.97,0.267,2.087,17918,,0,13.4483555468763,75.3,,,,
Białoruś,BLR,2012,2.0,1.7,1.7,3.0,2.3,2.3,,,,,,,,,,,,,,,,,,,,,,0.267,2.087,18251,,0,13.5666972902762,74.7,,,,
Białoruś,BLR,2013,2.0,1.7,1.7,3.0,2.3,2.3,149.01,228.4,101.38,100.18,175.68,37.53,,,,18.16,33.67,5.53,371.36,571.41,255.63,520.26,781.0,366.65,72.8,67.31,78.1,0.266,2.366,18464,,0,13.4298113058447,74.8,,,,
Białoruś,BLR,2014,2.0,1.7,1.7,3.0,2.3,2.3,147.44,229.99,98.2,92.53,161.8,34.72,,,,16.63,31.38,4.69,375.97,579.69,257.97,522.17,781.81,368.81,73.37,67.86,78.65,0.266,2.366,18822,,0,13.7542695534472,74.9,,,,
Bułgaria,BGR,1989,1.0,1.0,1.0,1.0,1.0,1.0,156.38,199.65,119.08,61.88,97.88,28.13,122.13,196.56,52.48,15.63,23.82,8.39,222.77,276.86,175.53,694.33,808.77,595.24,71.47,68.29,74.88,0.059,2.539,9908,11.4,0,16.5346949913086,81.5,,,10.0,
Bułgaria,BGR,1990,1.0,1.0,1.0,1.0,1.0,2.0,152.43,195.15,116.13,60.85,97.1,26.82,119.47,194.66,49.22,14.07,20.9,7.94,230.09,287.71,179.99,691.38,812.95,586.38,71.48,68.25,74.94,0.766,1.45,8922,11.5,0,18.1865848876199,77.9,,10.0,72.5,
Bułgaria,BGR,1991,2.0,1.0,1.0,4.3,1.0,3.0,155.44,198.08,119.35,56.48,87.8,27.24,109.31,172.36,50.64,14.55,22.83,7.27,231.84,288.65,182.6,699.24,818.15,597.02,71.45,68.37,74.73,0.766,1.45,8320,9.5,0,19.033161385409,68.3,6.4,15.0,333.5,11.1
Bułgaria,BGR,1992,2.0,1.0,1.7,4.3,1.0,3.0,158.43,202.96,120.92,66.57,106.08,29.67,124.58,201.91,52.59,16.63,26.0,8.24,218.82,276.97,168.82,677.88,804.36,569.2,71.19,67.84,74.79,0.766,1.45,7846,10.2,0,20.3361553784861,63.3,5.7,25.0,82.0,15.3
Bułgaria,BGR,1993,2.0,1.0,2.0,4.3,1.7,3.0,158.37,204.52,119.57,63.11,101.81,26.71,122.27,201.76,48.01,16.0,23.89,8.83,237.78,304.59,180.09,705.75,849.7,582.26,71.15,67.55,75.05,0.766,1.45,7959,9.9,0,18.8558046169287,58.3,5.1,35.0,73.0,16.4
Bułgaria,BGR,1994,2.0,2.0,2.0,4.0,2.0,4.0,163.62,212.58,122.09,66.8,107.42,28.72,130.2,213.47,52.5,15.86,24.35,8.37,231.38,295.66,175.97,706.41,846.18,586.47,70.84,67.22,74.76,0.766,1.45,8212,9.7,0,17.1893074581431,56.7,4.2,40.0,96.3,12.8
Bułgaria,BGR,1995,2.0,2.0,2.0,2.7,3.0,4.0,161.58,208.16,122.48,62.66,100.95,26.79,124.09,204.66,49.19,15.49,23.65,8.17,234.78,305.67,174.79,725.58,871.49,601.05,70.99,67.4,74.88,0.766,1.45,8567,9.5,0,15.3481641512703,58.3,3.5,45.0,62.0,11.1
Bułgaria,BGR,1996,2.0,2.0,2.0,2.7,3.0,4.0,161.26,206.76,123.15,61.02,98.57,26.42,118.15,194.76,47.85,16.65,26.26,8.2,223.61,286.57,170.88,748.55,890.81,628.41,70.94,67.49,74.64,0.766,1.45,7901,9.2,0,13.8490054815903,60.0,2.9,45.0,123.0,12.5
Bułgaria,BGR,1997,2.3,2.3,3.0,4.0,3.0,4.0,160.64,206.37,122.88,57.46,90.34,27.28,111.86,180.85,48.98,15.81,23.55,9.09,238.82,307.17,181.61,814.1,971.39,683.24,70.28,66.97,73.81,0.766,1.45,7927,8.1,0,12.1431675540765,59.9,2.8,50.0,1082.0,13.7
Bułgaria,BGR,1998,2.3,2.3,3.0,4.0,3.0,4.0,158.03,206.49,118.48,56.73,90.79,25.53,81.76,135.07,33.6,16.37,25.27,8.7,232.9,297.07,179.57,813.14,972.36,681.38,70.93,67.44,74.66,0.729,1.45,8322,7.9,0,18.3452571005378,59.4,3.4,65.0,22.3,12.2
Bułgaria,BGR,1999,2.3,2.3,3.0,4.0,3.3,4.3,157.77,203.2,120.67,52.21,83.15,23.89,73.61,120.54,31.34,14.12,22.69,6.7,206.89,264.45,159.35,718.83,852.1,607.48,71.66,68.36,75.12,0.729,1.45,7922,7.7,0,19.6065030074748,56.3,3.3,70.0,0.7,14.1
Bułgaria,BGR,2000,2.3,2.3,3.7,4.0,3.7,4.3,150.06,191.77,116.43,52.38,82.59,24.62,74.96,122.41,32.28,15.0,23.62,7.39,193.55,246.92,148.89,737.07,876.73,620.19,71.71,68.48,75.08,0.729,1.45,8411,9.0,0,19.7851119720333,54.7,3.3,70.0,9.9,17.9
Bułgaria,BGR,2001,2.3,2.3,3.7,4.3,3.7,4.3,152.09,199.59,114.25,50.03,80.57,22.01,72.15,119.64,29.42,14.25,22.45,7.04,190.03,243.91,145.37,710.47,854.15,591.2,71.91,68.55,75.44,0.729,1.45,8832,9.3,0,19.368455899514,53.7,3.0,70.0,7.4,17.3
Bułgaria,BGR,2002,2.3,2.3,3.7,4.3,3.7,4.3,154.84,202.12,116.93,48.84,78.09,22.1,70.03,114.61,29.95,14.27,23.2,6.52,196.67,253.68,150.39,722.9,872.22,600.7,72.16,68.86,75.61,0.729,1.45,9472,9.2,0,19.178153843914,55.5,3.1,70.0,5.9,17.8
Bułgaria,BGR,2003,2.3,2.7,3.7,4.3,3.7,4.3,152.48,202.29,112.57,46.25,73.5,21.19,66.11,108.78,27.6,11.94,19.08,5.76,183.97,240.43,137.92,713.01,867.99,586.99,72.39,68.97,75.97,0.729,1.45,10081,9.5,0,20.1105898204731,57.5,,75.0,2.3,12.7
Bułgaria,BGR,2004,2.3,2.7,4.0,4.3,3.7,4.3,156.53,208.76,115.44,45.03,72.68,19.67,66.86,111.27,27.05,11.02,17.72,5.2,171.57,225.4,127.49,685.35,840.52,559.95,72.6,69.08,76.27,0.729,1.45,10854,9.8,0,19.3619098932735,59.4,,75.0,6.0,
Bułgaria,BGR,2005,2.7,2.7,4.0,4.3,3.7,4.3,171.0,225.48,128.61,44.97,72.57,19.7,69.99,117.86,27.24,10.66,17.0,5.1,163.14,219.47,117.31,677.39,833.22,551.35,72.59,69.05,76.3,0.729,1.45,11758,9.6,0,18.1535666491695,60.7,,,,
Bułgaria,BGR,2006,2.7,2.7,4.0,4.3,4.0,4.3,168.34,224.45,124.24,44.89,73.13,18.98,67.68,113.37,26.81,10.48,17.7,4.29,147.87,202.54,104.14,665.64,821.75,540.76,72.76,69.27,76.4,0.729,1.45,12706,10.0,0,18.1469405300315,63.8,,,,
Bułgaria,BGR,2007,2.7,2.7,4.0,4.3,4.0,4.3,170.35,226.4,126.52,43.39,69.7,19.36,68.21,113.92,27.56,9.51,15.26,4.66,135.42,187.52,93.8,645.73,795.93,526.03,73.07,69.55,76.72,0.729,1.45,13785,10.4,0,16.6883257645924,67.2,,,,
Bułgaria,BGR,2008,3.0,2.7,4.0,4.3,4.0,4.3,171.59,229.56,126.88,44.88,73.07,18.86,70.32,119.67,26.27,10.07,16.34,4.63,126.03,174.08,87.64,611.28,751.4,499.56,73.41,69.84,77.11,0.729,1.45,14762,10.5,0,17.1498257945905,70.1,,,,
Bułgaria,BGR,2009,3.0,2.7,4.0,4.3,4.0,4.3,161.16,217.68,117.78,39.23,63.68,16.66,62.92,105.79,24.51,9.35,15.56,3.93,116.12,158.55,81.69,604.92,745.06,492.04,73.77,70.17,77.47,0.768,1.45,14363,10.1,0,16.7393574315573,68.7,,,,
Bułgaria,BGR,2010,3.0,2.7,4.0,4.3,4.0,4.3,156.38,211.94,114.31,34.96,57.14,14.79,56.96,95.81,22.47,9.26,15.32,4.03,114.26,156.31,80.8,621.69,771.25,503.67,73.81,70.3,77.41,0.792,1.45,14686,10.2,0,16.5024385412597,74.0,,,,
Bułgaria,BGR,2011,3.0,2.7,4.0,4.3,4.0,4.3,156.91,210.13,116.8,32.46,52.94,13.64,54.46,92.72,20.36,8.55,14.57,3.11,106.46,146.96,74.03,595.99,738.61,481.27,74.23,70.73,77.83,0.811,1.45,15112,10.5,0,15.849987567536,66.4,,,,
Bułgaria,BGR,2012,3.0,2.7,4.0,4.3,4.0,4.3,166.99,224.13,123.55,34.91,56.92,14.55,58.51,98.43,22.5,9.54,15.87,3.92,113.88,154.18,81.44,574.47,705.48,469.11,74.44,70.99,78.0,0.814,1.45,15204,10.5,0,15.790962526113,66.6,,,,
Bułgaria,BGR,2013,3.0,2.7,4.0,4.3,4.0,4.3,164.69,226.34,118.03,31.72,52.76,12.28,54.51,92.9,20.05,7.95,13.52,2.99,103.53,143.81,71.22,541.11,676.31,432.76,74.96,71.38,78.67,0.8,1.45,15420,10.5,0,17.0826070059115,67.6,,,,
Bułgaria,BGR,2014,3.0,2.7,4.0,4.3,4.0,4.3,163.39,218.6,122.23,33.7,53.78,14.94,57.62,96.29,22.63,7.79,13.0,3.17,102.94,140.86,71.96,564.56,701.63,455.12,74.57,71.14,78.1,0.821,1.45,15711,9.9,0,16.833076863621,69.6,,,,
Czechy,CZE,1989,1.0,1.0,1.0,1.0,1.0,1.0,255.5,353.81,188.1,79.03,104.53,54.09,133.24,193.22,79.07,18.27,28.86,9.56,303.35,419.18,220.61,644.08,815.48,523.44,71.8,68.15,75.48,0.123,3.242,14027,10.5,0,,86.9,4.2,,1.5,
Czechy,CZE,1990,1.0,1.0,1.0,1.0,1.0,1.0,258.59,358.67,189.24,84.82,117.45,54.13,144.29,217.04,78.68,19.07,30.67,9.6,310.98,439.13,219.87,645.01,834.23,512.55,71.52,67.63,75.54,0.755,3.242,14178,11.3,0,21.7405721839044,85.7,4.9,10.0,18.4,
Czechy,CZE,1991,2.0,2.0,1.0,4.0,3.0,3.0,257.05,354.33,190.49,82.23,112.88,53.42,140.07,207.8,78.91,18.23,29.33,8.95,298.46,413.81,215.98,615.65,791.68,492.19,72.06,68.3,75.86,0.755,3.242,12725,11.5,0,21.3948800244071,77.4,5.0,15.0,56.6,4.1
Czechy,CZE,1992,2.0,2.0,2.0,4.0,4.0,4.0,254.31,352.08,186.57,80.87,114.64,49.7,138.37,209.27,75.15,18.79,30.87,8.63,283.2,401.96,199.48,590.26,765.42,468.61,72.43,68.58,76.31,0.755,3.242,12810,11.8,0,20.4112133651643,74.7,5.2,30.0,11.1,2.6
Czechy,CZE,1993,2.7,3.0,3.0,4.0,4.0,4.0,252.53,342.91,190.07,78.43,109.34,48.98,132.33,197.38,73.11,18.09,29.23,8.59,276.57,383.3,201.03,576.26,729.5,468.0,72.94,69.33,76.52,0.755,3.242,12974,11.5,0,20.7676705142328,75.7,6.8,45.0,20.8,3.5
Czechy,CZE,1994,2.7,3.0,4.0,4.0,4.0,4.0,251.48,345.18,186.37,78.08,106.81,50.29,101.25,146.22,60.18,17.28,27.31,8.79,265.93,364.2,195.21,561.35,707.27,456.86,73.15,69.54,76.73,0.755,3.242,13518,11.6,0,21.0540159916866,75.8,6.9,65.0,10.0,3.2
Czechy,CZE,1995,2.7,3.0,4.0,4.0,4.0,4.0,252.19,343.57,189.94,76.85,106.38,47.92,100.06,145.71,57.9,16.06,25.79,7.47,259.86,355.4,191.91,559.62,708.14,454.88,73.3,69.76,76.8,0.755,3.242,14550,11.5,0,20.0544168261703,75.8,6.8,70.0,9.1,2.9
Czechy,CZE,1996,2.7,3.0,4.0,4.0,4.3,4.3,243.38,337.19,178.8,70.08,99.53,42.36,92.66,137.61,52.05,14.33,24.08,5.92,235.22,318.1,174.22,529.74,666.33,430.64,74.02,70.45,77.54,0.755,3.242,15386,11.6,0,19.3347010359913,75.4,6.6,75.0,8.8,3.5
Czechy,CZE,1997,2.7,3.0,4.0,4.3,4.3,4.3,241.5,330.59,179.48,70.6,102.42,40.45,93.7,141.02,50.62,15.24,25.85,6.0,218.06,298.48,160.45,525.85,660.92,428.26,74.13,70.58,77.63,0.755,3.242,15494,11.9,0,19.9388828721216,74.5,6.5,75.0,8.5,5.2
Czechy,CZE,1998,2.7,3.0,4.0,4.3,4.3,4.3,238.56,328.69,177.33,62.5,91.86,35.22,87.17,132.5,46.3,14.63,24.68,5.71,198.54,274.33,143.49,495.75,615.81,407.41,74.74,71.23,78.18,0.755,3.242,15657,11.8,0,18.8941409499079,73.1,6.5,75.0,10.7,6.5
Czechy,CZE,1999,2.7,3.0,4.0,4.3,4.3,4.3,237.07,320.17,179.1,61.45,90.81,34.11,84.63,129.15,44.32,14.45,25.03,5.32,199.31,270.23,146.89,487.17,602.83,401.45,74.94,71.52,78.28,0.755,3.242,16103,11.9,0,19.757726786561,71.3,6.5,80.0,2.1,9.4
Czechy,CZE,2000,2.7,3.3,4.0,4.3,4.3,4.3,237.83,325.26,177.37,62.35,92.96,34.17,85.76,131.34,44.9,14.76,24.9,5.78,187.04,255.95,136.97,462.52,576.89,378.98,75.21,71.75,78.6,0.789,3.242,17056,11.8,0,19.4170938033921,70.7,6.5,80.0,3.9,8.8
Czechy,CZE,2001,2.7,3.3,4.0,4.3,4.3,4.3,233.01,314.18,177.56,60.48,89.76,33.6,83.85,128.16,44.09,14.44,24.76,5.38,183.09,250.84,134.78,456.72,563.54,379.17,75.49,72.18,78.7,0.789,3.242,17869,11.8,0,19.3811560078933,70.7,6.7,80.0,4.7,8.9
Czechy,CZE,2002,3.0,3.3,4.0,4.3,4.3,4.3,233.75,321.72,174.0,60.48,91.38,32.81,83.96,129.72,43.58,13.71,23.27,5.28,179.19,242.53,133.85,455.98,560.6,379.49,75.51,72.15,78.78,0.789,3.242,18431,11.9,0,20.8524714305893,71.3,6.4,80.0,1.8,9.8
Czechy,CZE,2003,3.0,3.3,4.0,4.3,4.3,4.3,234.22,319.6,176.22,64.22,96.25,35.38,89.74,138.14,46.93,15.29,26.19,5.76,176.09,237.54,132.4,461.88,568.54,384.4,75.4,72.09,78.64,0.789,3.242,19344,12.1,0,21.8439804927084,70.8,,80.0,0.1,10.3
Czechy,CZE,2004,3.0,3.3,4.0,4.3,4.3,4.3,230.01,313.87,172.03,60.73,89.02,34.03,84.83,128.74,44.92,14.02,24.29,4.73,163.6,220.11,122.6,430.53,530.92,356.93,75.96,72.62,79.23,0.789,3.242,20555,11.5,0,20.5929702825042,70.4,,80.0,2.8,
Czechy,CZE,2005,3.0,3.3,4.0,4.3,4.3,4.3,217.46,294.61,164.85,55.02,82.82,29.34,80.96,125.42,41.22,13.81,23.75,4.8,177.51,231.31,137.88,419.02,508.12,351.08,76.18,72.97,79.31,0.789,3.242,22129,12.0,0,20.2989636894468,71.3,,,,
Czechy,CZE,2006,3.0,3.3,4.0,4.3,4.3,4.3,212.59,284.14,163.15,50.46,78.1,25.53,74.53,116.94,36.72,12.22,21.07,4.18,168.91,223.26,129.15,386.33,477.84,318.18,76.82,73.55,79.99,0.789,3.242,23888,11.9,0,19.9326846921976,72.2,,,,
Czechy,CZE,2007,3.0,3.3,4.0,4.3,4.3,4.3,204.17,274.3,154.76,51.66,78.73,26.31,76.1,118.07,37.98,11.9,20.83,3.61,185.71,239.1,145.8,370.66,453.69,306.82,77.1,73.82,80.29,0.789,3.242,25383,12.1,0,19.135597434962,73.5,,,,
Czechy,CZE,2008,,,,,,,200.87,269.09,152.91,50.12,76.9,25.58,74.86,116.2,37.64,11.79,20.2,4.16,176.13,227.26,137.39,355.6,437.06,292.28,77.42,74.16,80.6,0.789,3.242,26186,12.1,0,19.1552133910447,74.5,,,,
Czechy,CZE,2009,,,,,,,197.4,265.78,148.4,48.21,75.22,23.84,71.27,111.6,35.28,12.4,21.81,3.73,170.12,218.29,133.58,356.99,435.99,296.18,77.5,74.34,80.59,0.789,3.242,25094,12.1,0,20.7176267676761,73.6,,,,
Czechy,CZE,2010,,,,,,,195.59,263.39,147.49,48.07,74.75,23.41,71.18,111.4,34.72,12.77,22.08,4.15,161.82,213.33,123.22,344.14,424.41,282.38,77.81,74.58,80.97,0.792,3.242,25922,11.4,0,20.3296245529329,73.6,,,,
Czechy,CZE,2011,,,,,,,186.71,246.3,144.35,47.17,73.15,23.4,69.71,108.63,34.61,13.57,23.62,4.09,167.81,219.86,128.43,331.47,412.89,268.14,78.06,74.87,81.18,0.792,3.242,26725,11.5,0,19.6370766392657,74.4,,,,
Czechy,CZE,2012,,,,,,,183.81,240.29,143.26,45.71,70.88,22.58,68.17,106.5,33.51,13.79,23.91,4.34,164.37,214.86,126.15,325.05,403.12,264.03,78.24,75.14,81.27,0.792,3.242,26474,11.6,0,19.3133426541368,75.4,,,,
Czechy,CZE,2013,,,,,,,178.8,235.1,138.51,43.46,67.35,21.43,65.91,102.4,32.77,13.42,22.8,4.64,166.67,217.69,127.97,309.72,384.7,250.96,78.4,75.31,81.43,0.785,3.242,26338,11.5,0,19.5991807169614,76.9,,,,
Czechy,CZE,2014,,,,,,,175.04,229.29,136.01,43.31,66.62,22.0,64.85,99.7,33.32,12.49,20.92,4.55,151.43,198.81,114.74,284.47,355.46,228.1,79.02,75.91,82.06,0.774,3.242,27024,11.9,0,19.1899663567148,78.3,,,,
Estonia,EST,1989,1.0,1.0,1.0,1.0,1.0,1.0,201.34,292.85,148.69,112.17,182.14,53.26,121.99,199.68,58.05,26.06,41.39,13.57,429.82,586.04,340.26,673.16,864.34,560.64,70.59,65.79,74.97,,,18779,,0,,87.9,,,,
Estonia,EST,1990,1.0,1.0,1.0,2.3,1.0,1.0,195.93,285.82,143.67,130.87,219.87,54.15,141.7,240.47,58.56,27.59,44.96,13.11,432.45,608.46,333.91,693.77,926.31,557.63,69.94,64.68,74.96,0.806,1.991,17247,9.8,0,,86.9,,10.0,,
Estonia,EST,1991,1.0,1.0,1.0,2.7,1.0,2.0,215.12,317.07,156.08,140.76,237.36,56.99,155.19,266.5,63.41,27.15,45.89,11.73,411.49,573.61,316.1,665.39,874.44,538.74,69.79,64.44,74.99,0.842,1.991,15351,9.1,0,,85.5,,,210.5,
Estonia,EST,1992,1.0,2.0,1.0,2.7,2.0,3.0,204.83,304.11,147.23,152.44,259.46,59.91,164.36,286.34,63.53,32.44,55.16,13.74,407.18,590.66,302.67,682.91,928.27,539.56,69.19,63.51,74.81,0.852,1.991,13214,7.8,0,,82.4,,,1076.0,
Estonia,EST,1993,2.0,3.0,2.0,4.3,3.0,3.0,211.37,315.27,153.35,183.02,313.23,70.48,199.69,349.16,77.8,38.45,67.27,14.31,435.24,610.93,327.91,711.61,943.81,566.7,68.14,62.38,73.98,0.802,1.991,12207,8.1,0,20.589993492235,77.8,,25.0,89.8,6.5
Estonia,EST,1994,2.0,3.0,3.0,4.3,4.0,4.0,203.64,296.67,150.13,238.33,395.31,104.69,260.11,435.08,113.92,41.63,75.15,13.79,447.95,644.77,331.46,727.86,983.51,570.63,66.76,60.78,73.02,0.802,1.991,12070,8.2,0,23.2656162159609,76.7,,40.0,47.7,7.6
Estonia,EST,1995,2.0,3.0,4.0,4.3,4.0,4.0,203.41,311.21,141.6,198.59,343.72,75.37,221.58,380.18,88.67,40.82,72.22,14.79,414.36,591.16,308.67,682.88,926.09,529.4,67.79,61.52,74.34,0.802,1.991,12881,8.3,0,24.5714517349853,73.2,5.4,55.0,29.0,9.7
Estonia,EST,1996,2.0,3.0,4.0,4.3,4.3,4.0,203.97,300.43,150.92,160.2,275.87,63.49,179.93,312.28,71.95,38.25,68.86,12.96,378.94,534.99,286.59,622.95,843.27,489.96,70.0,64.29,75.62,0.782,1.991,13548,8.0,0,22.6162441541643,72.6,5.2,65.0,23.1,10.0
Estonia,EST,1997,2.0,3.0,4.0,4.3,4.3,4.0,206.0,303.94,149.87,160.07,277.19,60.29,181.86,314.92,71.02,36.45,67.98,10.65,347.7,494.36,263.86,590.47,790.41,466.81,70.19,64.38,75.91,0.782,1.991,15075,8.3,0,20.4062670429621,73.1,5.1,70.0,11.2,9.6
